method,dimensions,repeats,scenes,positive_similarity,positive_similarity_seed_std,positive_similarity_scene_std,positive_similarity_scene_count,negative_similarity,negative_similarity_seed_std,negative_similarity_scene_std,negative_similarity_scene_count,similarity_gap,similarity_gap_seed_std,similarity_gap_scene_std,similarity_gap_scene_count,retrieval_voxel_hit,retrieval_voxel_hit_seed_std,retrieval_voxel_hit_scene_std,retrieval_voxel_hit_scene_count,retrieval_hit_distance,retrieval_hit_distance_seed_std,retrieval_hit_distance_scene_std,retrieval_hit_distance_scene_count,retrieval_world_error_mean,retrieval_world_error_mean_seed_std,retrieval_world_error_mean_scene_std,retrieval_world_error_mean_scene_count,retrieval_world_error_median,retrieval_world_error_median_seed_std,retrieval_world_error_median_scene_std,retrieval_world_error_median_scene_count,scope
ablation_iterative,128,1,5,0.7546908454518569,0.0,0.041593124456948995,5,0.5305065738780259,0.0,0.028973411225359957,5,0.22466658590560926,0.0,0.02512808943755007,5,0.33201658615303475,0.0,0.11931884909834412,5,0.47422783944650515,0.0,0.13903868309507444,5,0.2710494068357231,0.0,0.09892176964940291,5,0.1814512524087178,0.0,0.09932204474142874,5,within_chunk
ablation_iterative,256,1,5,0.7622011286333988,0.0,0.055592830286932834,5,0.5524043056439243,0.0,0.046734339578466816,5,0.21034880782030893,0.0,0.0254469769485188,5,0.35057656686223104,0.0,0.11866502620183055,5,0.4948774018797623,0.0,0.13327198382271346,5,0.2536577669172843,0.0,0.09565214580521698,5,0.16774159239507033,0.0,0.09463690628245039,5,within_chunk
ablation_iterative,384,1,5,0.7879407454373544,0.0,0.04226594441212675,5,0.5981935936045241,0.0,0.041628297941725075,5,0.19037332349571995,0.0,0.03291822851893968,5,0.3478481642050564,0.0,0.11903946159331333,5,0.4930110679094442,0.0,0.13448404712467643,5,0.2550966751587602,0.0,0.1025016015531967,5,0.17490399159752487,0.0,0.10474672905624731,5,within_chunk
ablation_iterative,512,1,5,0.816878987906272,0.0,0.038799382149846184,5,0.6556655549777343,0.0,0.05789405723641799,5,0.16192923352080676,0.0,0.03808665361814767,5,0.34484168606525467,0.0,0.11899487524369257,5,0.4886616666237222,0.0,0.1342376549536389,5,0.2550041506986715,0.0,0.10015332111825496,5,0.18021204848822797,0.0,0.10300719113640616,5,within_chunk
ablation_iterative,768,1,5,0.8306775303681693,0.0,0.028144961355296177,5,0.6856136364056324,0.0,0.036805365388067335,5,0.1457343776092583,0.0,0.03213682230009052,5,0.3370821552695345,0.0,0.11324852779349438,5,0.47740141230734734,0.0,0.1291470374875747,5,0.26333976436624856,0.0,0.10156008661081407,5,0.18946003114837304,0.0,0.10557525500208459,5,within_chunk
ablation_iterative,1024,1,5,0.8409299702811659,0.0,0.02140979623857576,5,0.701940847650128,0.0,0.027097855476367883,5,0.13986733545293267,0.0,0.029955307013987163,5,0.3200808998509106,0.0,0.11118254758912756,5,0.45933706487181053,0.0,0.1300929369040133,5,0.2725413074903552,0.0,0.10151861061866493,5,0.19685750468519694,0.0,0.10573500100986073,5,within_chunk
ablation_once,128,1,5,0.8199231481970403,0.0,0.04237279636855756,5,0.6531045841441544,0.0,0.07530719988009932,5,0.16761731394918739,0.0,0.04694139246909168,5,0.22541187332093565,0.0,0.09027684772326162,5,0.33452461652672466,0.0,0.09995078987560438,5,0.3556128092581026,0.0,0.08611261063089483,5,0.26957907407430176,0.0,0.10191412915920808,5,within_chunk
ablation_once,256,1,5,0.8231951992344438,0.0,0.02906794262377127,5,0.6622825963326442,0.0,0.0442853420340377,5,0.16186188058777623,0.0,0.03401817388464561,5,0.27875243084789536,0.0,0.10458709014711777,5,0.4019362341324282,0.0,0.1183665475880067,5,0.30584806899121764,0.0,0.09354928146508962,5,0.22705814292948495,0.0,0.10354331225723151,5,within_chunk
ablation_once,384,1,5,0.8288447927592093,0.0,0.03211071745255156,5,0.6715477942753088,0.0,0.0486845572169,5,0.15852105296569186,0.0,0.038132955613162774,5,0.3009984311087844,0.0,0.11014798945143638,5,0.43103578001679244,0.0,0.12211678041967278,5,0.2850506336946791,0.0,0.09483933155158435,5,0.20888600992529013,0.0,0.10363300105485915,5,within_chunk
ablation_once,512,1,5,0.828807962965547,0.0,0.034580198344848566,5,0.6758901140346462,0.0,0.04456104063355695,5,0.15396402865573672,0.0,0.03388428809497192,5,0.3138986052445216,0.0,0.11259607283017822,5,0.44411898978975045,0.0,0.12765562149395815,5,0.27761381703617155,0.0,0.09821386283245384,5,0.2077158760553912,0.0,0.10987894643181793,5,within_chunk
