scene,method,dimensions,repeat,contributing_rows,valid_rows,positive_similarity,positive_similarity_std,positive_similarity_count,negative_similarity,negative_similarity_std,negative_similarity_count,similarity_gap,similarity_gap_std,similarity_gap_count,retrieval_voxel_hit,retrieval_voxel_hit_std,retrieval_voxel_hit_count,retrieval_hit_distance,retrieval_hit_distance_std,retrieval_hit_distance_count,retrieval_world_error_mean,retrieval_world_error_mean_std,retrieval_world_error_mean_count,retrieval_world_error_median,retrieval_world_error_median_std,retrieval_world_error_median_count,status
scene0707_00,random,384,42,31,31,0.8778871259381694,0.019836677974583668,31,0.7070054815696077,0.031844551825460796,31,0.17088164436856149,0.037323513344383275,31,0.3714849823850951,0.1401418492060232,31,0.5506617641271451,0.15230257427973776,31,0.17181084997839688,0.0861561185794306,31,0.0994740984132213,0.0424249186740233,31,ok
scene0707_00,random,384,43,31,31,0.8956597543531849,0.014036815509285408,31,0.7465198376310237,0.025318631750251102,31,0.1491399167221612,0.0301886633767956,31,0.3674063066173027,0.13884523355032896,31,0.5470744662043788,0.1402298717891593,31,0.17924019498958332,0.09968474516097142,31,0.1005251319898713,0.042693396937047955,31,ok
scene0707_00,random,384,44,31,31,0.9950444313787645,0.0009250330316380057,31,0.9877138314083329,0.001998733078942106,31,0.007330599970431449,0.0018015108708725153,31,0.3356602079034759,0.1369113099351931,31,0.5071124998731263,0.15630655825429696,31,0.1955184042851789,0.09493233994475656,31,0.11463831629483931,0.0531817007626353,31,ok
scene0707_00,random,384,45,31,31,0.9951022844160756,0.0008497289650981086,31,0.9881280647893764,0.001711258126089221,31,0.006974219626699089,0.0016435791995239731,31,0.3415603817797828,0.12774466531594753,31,0.5182736733062001,0.14043701644593767,31,0.19261655672804393,0.09394424444513003,31,0.11043693557862312,0.049014008607684276,31,ok
scene0707_00,random,384,46,31,31,0.8708659448931294,0.01890943529482008,31,0.72602215167879,0.035747339124483,31,0.14484379321433943,0.03213838865825885,31,0.3322462766257781,0.12327458114720864,31,0.510655391815692,0.13658723488517535,31,0.19141857159677023,0.08888890329357695,31,0.10827217239045328,0.04427578377623054,31,ok
scene0707_00,random,512,42,31,31,0.8725053206566842,0.019171824418524077,31,0.7045007300835497,0.030193602056839568,31,0.16800459057313438,0.0359639188034604,31,0.36791688208264867,0.1334100105425703,31,0.5478605950834088,0.1457855370430046,31,0.17018114103543228,0.08183534496759312,31,0.09893261400922652,0.041481123827252095,31,ok
scene0707_00,random,512,43,31,31,0.8939321175698312,0.01521553972190915,31,0.7448148631833196,0.026045980530250083,31,0.1491172543865116,0.030782947971894424,31,0.371361355305499,0.1461855033378157,31,0.5557476872934862,0.1419080332906483,31,0.17664808274314117,0.0943098564865984,31,0.09693123880893953,0.0392468183618025,31,ok
scene0707_00,random,512,44,31,31,0.993697056847234,0.001128141412894897,31,0.9846780895047476,0.0024185549406559492,31,0.009018967342486438,0.002167730524011911,31,0.3457409318012958,0.13193601668907576,31,0.5267367078286376,0.15315296203710513,31,0.19111809605676897,0.0936402998153256,31,0.11034825696579871,0.052725000412595126,31,ok
scene0707_00,random,512,45,31,31,0.9936534916200945,0.0010582987529328758,31,0.9850048811838538,0.0020489055815829152,31,0.008648610436240673,0.001959902561129061,31,0.35130815730581705,0.13498723987850375,31,0.531047287451935,0.1449420422189559,31,0.18223318378444492,0.08976340775855517,31,0.10820250705845895,0.052426036811600414,31,ok
scene0707_00,random,512,46,31,31,0.8759202284197654,0.01721244186582102,31,0.7228761280271248,0.03319256478140102,31,0.1530441003926407,0.03399255327848029,31,0.34673723973629084,0.12818428415273925,31,0.5234844341430925,0.14334916895338268,31,0.18615786028695092,0.09008245530016906,31,0.10563842423500554,0.044641809023366244,31,ok
